"weibo_url","topic"
"http://weibo.com/1820561597/zegVMFNDr","Crime"
"http://weibo.com/1820678125/Ckx3Fo8oW","Public Administration"
"http://weibo.com/1821043414/DvlUFDtRd","Urgent/Severe/Bad Situation"
"http://weibo.com/1821072305/EC8QJhEEi","Food Safety"
"http://weibo.com/1821098512/Cs1QS5jpP","Human Trafficking"
"http://weibo.com/1821170903/Cb7UwaeKg","Missing Child"
"http://weibo.com/1821200184/CgJX1ibiD","Food Safety"
"http://weibo.com/1821264392/F3lF74CtE","Food Safety"
"http://weibo.com/1821367335/zeeIdBdJQ","Other(Topic)"
"http://weibo.com/1821420170/FDGHZaclM","Missing Child"
"http://weibo.com/1821459487/EuTPBp2jA","International News"
"http://weibo.com/1821528312/DubduzLEg","Missing Child"
"http://weibo.com/1821611284/z8QohqvHQ","Urgent/Severe/Bad Situation"
"http://weibo.com/1821630930/BqcCBcVbX","Missing Child"
"http://weibo.com/1821635252/C1Dqp4XMQ","Food Safety"
"http://weibo.com/1821657323/zt1O0372l","Urgent/Severe/Bad Situation"
"http://weibo.com/1821715381/GpqwvkWDH","Natural Disaster"
"http://weibo.com/1821783021/B3KPP95BB","Conspiracy"
"http://weibo.com/1822176700/zm35owhcA","Japan & China"
"http://weibo.com/1822269542/zabaGzejH","Human Trafficking"
"http://weibo.com/1822429632/Ge4qpv9Ax","Conspiracy"
"http://weibo.com/1822429632/Gsv6GbXlW","Missing Child"
"http://weibo.com/1822478517/zgGgOa7sO","Social Phenomenon"
"http://weibo.com/1822508143/zmW03Fzn3","Authority Bullying"
"http://weibo.com/1822619241/Cl74gxd4P","NCEE"
"http://weibo.com/1822745717/zuxGEkz6C","Business/ Finance"
"http://weibo.com/1822904170/zp3q0jmni","Japan & China"
"http://weibo.com/1823033637/ze1Rhsnjq","Missing Child"
"http://weibo.com/1823105225/C52aR9uF6","Missing Child"
"http://weibo.com/1823253547/yvM6gogUK","Other(Topic)"
"http://weibo.com/1823329731/yAEYJmF96","Japan & China"
"http://weibo.com/1823376832/ztCd5aIIg","Corruption"
"http://weibo.com/1823379697/A1tUKquLk","Food Safety"
"http://weibo.com/1823577083/Ce7wKBnXE","Missing Child"
"http://weibo.com/1823580514/z5qDfd7XJ","Urgent/Severe/Bad Situation"
"http://weibo.com/1823586032/CmaXHwLdB","Missing Child"
"http://weibo.com/1823588722/CdPPaypM1","Missing Child"
"http://weibo.com/1823630913/BbFSyv7EF","Anecdotes"
"http://weibo.com/1823630913/HdBbQEhuL","Business/ Finance"
"http://weibo.com/1823766671/yCqB7dRJP","Japan & China"
"http://weibo.com/1823862465/z8BBcgtjS","Celebrity"
"http://weibo.com/1823995022/CdY33t8JH","Missing Child"
"http://weibo.com/1824046557/Cl2KlsVWq","NCEE"
"http://weibo.com/1824061302/zd4b8ojuv","Food Safety"
"http://weibo.com/1824085820/zw6lvDtMP","NULL(Topic)"
"http://weibo.com/1824353800/Ce1bUn4Xa","Public Administration"
"http://weibo.com/1824398837/BepaYzyK2","Business/ Finance"
"http://weibo.com/1824398837/zt54icRNF","Anecdotes"
"http://weibo.com/1824409492/CkZWNpWEB","NCEE"
"http://weibo.com/1824513770/CdXLmzUtd","Missing Child"
"http://weibo.com/1824921367/zxLJOvIgq","Health"
"http://weibo.com/1825079122/zf2YEiNtl","Lost&Found"
"http://weibo.com/1825199425/DyIfCacHl","NCEE"
"http://weibo.com/1825223411/CmOgI3xZU","Public Administration"
"http://weibo.com/1825236653/z6ouPacgJ","Social Phenomenon"
"http://weibo.com/1825256211/BFu6P8o3M","Food Safety"
"http://weibo.com/1825289541/BCcKseVw2","Missing Child"
"http://weibo.com/1825449653/yB60TAQik","Other(Topic)"
"http://weibo.com/1825449653/zg7wLfS8Z","Corruption"
"http://weibo.com/1825464554/A5wm2dDi7","Missing Child"
"http://weibo.com/1825493645/zATD46IsL","Food Safety"
"http://weibo.com/1825650315/ylRkstil2","Government Official"
"http://weibo.com/1825660713/zcXwxirgn","Food Safety"
"http://weibo.com/1825761570/B7LJ1xJcp","NCEE"
"http://weibo.com/1825780837/CoV264BJW","Missing Child"
"http://weibo.com/1825807643/ADvJvfysY","Entertainment"
"http://weibo.com/1825906830/zt1lGtif3","Urgent/Severe/Bad Situation"
"http://weibo.com/1825939441/yCqrbDohV","NULL(Topic)"
"http://weibo.com/1826025140/A01Cm5g1l","Missing Child"
"http://weibo.com/1826033963/GzBTS4ysp","NULL(Topic)"
"http://weibo.com/1826053455/znetztgeh","Celebrity"
"http://weibo.com/1826338095/D0P9DDyDz","Authority Bullying"
"http://weibo.com/1826456734/Ct6ewaQ04","Health"
"http://weibo.com/1826456734/Ct9I2Bqkl","Health"
"http://weibo.com/1826479940/Ce1WPdqxH","Missing Child"
"http://weibo.com/1826585437/zAa2isPav","NCEE"
"http://weibo.com/1826665420/A3MDmsJpT","Missing Child"
"http://weibo.com/1826931781/yDmr1DJbz","Government Official"
"http://weibo.com/1827031325/CbqqYhu5C","Missing Child"
"http://weibo.com/1827058125/CicWrlrKj","Food Safety"
"http://weibo.com/1827370530/A0IOG0f2f","Authority Bullying"
"http://weibo.com/1827370530/A5427g3hw","Authority Bullying"
"http://weibo.com/1827370530/zeTuIn4av","Celebrity"
"http://weibo.com/1827370530/zhAek6p7G","Man-made"
"http://weibo.com/1827376581/A6Fjyo9Wn","Business/ Finance"
"http://weibo.com/1827408261/A4GQq1yEX","Social Phenomenon"
"http://weibo.com/1827431580/E2vXZbdOP","Authority Bullying"
"http://weibo.com/1827433652/z6fOBvNtn","Human Trafficking"
"http://weibo.com/1827450784/zqWCoFys4","Business/ Finance"
"http://weibo.com/1827476752/CvH2muEae","Conspiracy"
"http://weibo.com/1827592072/zxDD1l0X6","Health"
"http://weibo.com/1827616993/GgY40rJTe","Other(Topic)"
"http://weibo.com/1827636095/CvFE8bGln","Conspiracy"
"http://weibo.com/1827743744/CvK6W3Na4","Conspiracy"
"http://weibo.com/1827894555/C7pxyiAev","Urgent/Severe/Bad Situation"
"http://weibo.com/1827899857/yBnAKD1LI","NULL(Topic)"
"http://weibo.com/1827946555/A5me1eTN3","Missing Child"
"http://weibo.com/1828055337/Ch5cdCUKZ","Japan & China"
"http://weibo.com/1828166454/ADzhL6A1l","NULL(Topic)"
"http://weibo.com/1828169443/Ews7o0IJV","NULL(Topic)"
"http://weibo.com/1828175687/Gna9SbcZx","Accident"
"http://weibo.com/1828189793/CowtnfONG","Missing Child"
"http://weibo.com/1828279335/CdXEV6dwj","Missing Child"
"http://weibo.com/1828483985/z6Z4u2fiE","Public Administration"
"http://weibo.com/1828483985/zx1ZdCz2j","Food Safety"
"http://weibo.com/1828546113/zuBLmbk7y","Japan & China"
"http://weibo.com/1828619343/z0zDrypuX","Public Administration"
"http://weibo.com/1828645942/DowUloXpu","Anecdotes"
"http://weibo.com/1828647923/zqHTF1q9I","Health"
"http://weibo.com/1828651074/Bo8sOttcm","Public Administration"
"http://weibo.com/1828824033/ywEoVkZvl","NULL(Topic)"
"http://weibo.com/1828870594/yBvp8FUTT","Japan & China"
"http://weibo.com/1828887503/BsiEaB5Ae","Animal Protection"
"http://weibo.com/1829066081/CcFaVfbsd","Food Safety"
"http://weibo.com/1829086453/zA2tEsFwm","NCEE"
"http://weibo.com/1829303331/Bnzyn6X7s","Education"
"http://weibo.com/1829313065/z9u2ZkfQm","Urgent/Severe/Bad Situation"
"http://weibo.com/1829369070/zAgNNmKqm","NCEE"
"http://weibo.com/1829429022/yCAMB1Y1n","Food Safety"
"http://weibo.com/1829458564/z4oGIiPlo","Urgent/Severe/Bad Situation"
"http://weibo.com/1829488913/zwDJCDS2Y","Japan & China"
"http://weibo.com/1829744040/CcqvfgH7P","Food Safety"
"http://weibo.com/1829856233/Cizfoybxi","Food Safety"
"http://weibo.com/1829880163/DyznLh4fm","NCEE"
"http://weibo.com/1829921955/GCKssFSJO","International News"
"http://weibo.com/1829939321/D1lKxn4x4","Authority Bullying"
"http://weibo.com/1830055592/Bj9MVgjds","Entertainment"
"http://weibo.com/1830096324/z6x2cFcVU","Human Trafficking"
"http://weibo.com/1830106804/yBxzIuJBS","NULL(Topic)"
"http://weibo.com/1830112672/CvytqFjef","Health"
"http://weibo.com/1830119635/zldNweEKm","Japan & China"
"http://weibo.com/1830138345/zwI3XpG9l","Food Safety"
"http://weibo.com/1830232012/zdaT6iRoz","Food Safety"
"http://weibo.com/1830306972/yAUo5mpHS","Japan & China"
"http://weibo.com/1830306972/z5hXjC5ot","Public Administration"
"http://weibo.com/1830325932/CbvpfB08G","Anecdotes"
"http://weibo.com/1830391931/zmVP5rp24","Authority Bullying"
"http://weibo.com/1830422573/CvJXGwB8N","NULL(Topic)"
"http://weibo.com/1830483711/CvTx0lBlb","Man-made"
"http://weibo.com/1830683570/CaWun516H","Natural Disaster"
"http://weibo.com/1830741220/zt0UNjWrD","Urgent/Severe/Bad Situation"
"http://weibo.com/1830763367/EAMKt2KIh","Man-made"
"http://weibo.com/1830802162/CbxQF6Otm","Food Safety"
"http://weibo.com/1830856521/zfvUIkhH0","Other(Topic)"
"http://weibo.com/1831182681/BBHRWdyqy","Missing Child"
"http://weibo.com/1831184330/yAm16CXEE","Health"
"http://weibo.com/1831266247/Hga7Qd1cd","Missing Child"
"http://weibo.com/1831336510/CyRmK6jDN","Japan & China"
"http://weibo.com/1831375334/A7gUlkNP2","Missing Child"
"http://weibo.com/1831562714/yBr19eppS","Japan & China"
"http://weibo.com/1831639454/zmUoBm70w","Authority Bullying"
"http://weibo.com/1831711454/z8MGcvWER","Authority Bullying"
"http://weibo.com/1831711454/z8QWA3EuI","Public Administration"
"http://weibo.com/1831711454/z8wUh6CEx","Business/ Finance"
"http://weibo.com/1831731262/DyGhbgAls","NCEE"
"http://weibo.com/1831778607/zkbHcm4Ko","Celebrity"
"http://weibo.com/1831858594/zEpQNcAUV","Food Safety"
"http://weibo.com/1831904057/zt2N3yLVO","Social Phenomenon"
"http://weibo.com/1831984065/CwnR58vTU","Man-made"
"http://weibo.com/1832096554/zrfY0hm3f","Business/ Finance"
"http://weibo.com/1832162310/DBW8AiPOy","Missing Child"
"http://weibo.com/1832283380/CapbEh46i","Missing Child"
"http://weibo.com/1832412695/zslVPfds2","Japan & China"
"http://weibo.com/1832463160/z9QGLyPXd","Urgent/Severe/Bad Situation"
"http://weibo.com/1832489104/CdTVtssxa","Missing Child"
"http://weibo.com/1832492470/G4KCihbA1","Food Safety"
"http://weibo.com/1832527363/zeVtxug3v","Business/ Finance"
"http://weibo.com/1832527363/zibmEjxtR","Other(Topic)"
"http://weibo.com/1832601091/zmYTBcUCe","Food Safety"
"http://weibo.com/1832631584/zt9TzzAA9","Anecdotes"
"http://weibo.com/1832643122/F4lwJaYtm","Food Safety"
"http://weibo.com/1832813777/Dx0Dpdrzp","Missing Child"
"http://weibo.com/1832940912/C49UfjcjK","Missing Child"
"http://weibo.com/1833027572/CBHLwb6kG","Urgent/Severe/Bad Situation"
"http://weibo.com/1833092174/yCqo6eeXD","Japan & China"
"http://weibo.com/1833112832/zswwnD5qH","Crime"
"http://weibo.com/1833136050/AAPxs3Uk9","Man-made"
"http://weibo.com/1833286244/Cl1WHBHIC","NCEE"
"http://weibo.com/1833368124/znRUekiDx","Authority Bullying"
"http://weibo.com/1833382334/zncmff8Q5","Authority Bullying"
"http://weibo.com/1833485955/AAMUb7SwS","Man-made"
"http://weibo.com/1833512977/z82XkDx4H","Anecdotes"
"http://weibo.com/1833538627/AcNuQvn5u","Celebrity"
"http://weibo.com/1833538627/zaLsBAMQC","Public Administration"
"http://weibo.com/1833538627/zoOyclhw5","Social Phenomenon"
"http://weibo.com/1833682953/Ato7Xjz37","Missing Child"
"http://weibo.com/1834191120/E2vPpBQsG","Public Administration"
"http://weibo.com/1834257884/yuP1wmAkU","Anecdotes"
"http://weibo.com/1834257884/z3DcE4B8F","NULL(Topic)"
"http://weibo.com/1834257884/zoDm9ytZU","Other(Topic)"
"http://weibo.com/1834385825/z8eARqWE2","Urgent/Severe/Bad Situation"
"http://weibo.com/1834404460/BjLnr4c3B","NULL(Topic)"
"http://weibo.com/1834404482/Co2Rehltr","Human Trafficking"
"http://weibo.com/1834507152/A6JobhAnT","Anecdotes"
"http://weibo.com/1834628191/zaAUDEtQW","Public Administration"
"http://weibo.com/1834709391/Bk6Z8FO8U","Authority Bullying"
"http://weibo.com/1834736704/Cp5HmqiOZ","Missing Child"
"http://weibo.com/1834975483/BBLQGrsNI","Missing Child"
"http://weibo.com/1835188467/B6ZqSyPV3","Authority Bullying"
"http://weibo.com/1835313363/C4vVp9nN0","Lost&Found"
"http://weibo.com/1835349352/ChLaz4YRZ","Missing Child"
"http://weibo.com/1835453304/zAbDzzXHx","NCEE"
"http://weibo.com/1835464584/yCr0pofqP","NULL(Topic)"
"http://weibo.com/1835498823/yAAtKuHeZ","Japan & China"
"http://weibo.com/1835539211/BsW76ExZL","Health"
"http://weibo.com/1835584590/B7gFH137X","NCEE"
"http://weibo.com/1835677717/yCtW8a9Il","Japan & China"
"http://weibo.com/1835699817/C0sT6xAHW","Missing Child"
"http://weibo.com/1835753523/Cl0LSxDhV","NCEE"
"http://weibo.com/1835769602/CdT5Arbyd","Missing Child"
"http://weibo.com/1836046790/Cijfi4Iem","Missing Child"
"http://weibo.com/1836116081/CgRSfmIOn","Food Safety"
"http://weibo.com/1836150971/CdTJgF5lW","Missing Child"
"http://weibo.com/1836192624/CvOSupbrW","Man-made"
"http://weibo.com/1836195113/zA48M2o5J","NCEE"
"http://weibo.com/1836442801/zsaQfvoX4","Health"
"http://weibo.com/1836644384/Cftonr78b","Missing Child"
"http://weibo.com/1836650837/zn5fH76Re","Accident"
"http://weibo.com/1836732687/HkMkpg3Q6","Man-made"
"http://weibo.com/1836804214/yECBq3Iyx","Urgent/Severe/Bad Situation"
"http://weibo.com/1836806713/GqOdAkDzo","Man-made"
"http://weibo.com/1836853562/zxQQbALER","Health"
"http://weibo.com/1836894792/D1ZiH0Q9K","Social Phenomenon"
"http://weibo.com/1837100525/Awydg14Sq","NCEE"
"http://weibo.com/1837132465/CkYVk4oRH","NCEE"
"http://weibo.com/1837265907/z992AtH7U","Urgent/Severe/Bad Situation"
"http://weibo.com/1837361693/GhYgh1TMO","Crime"
"http://weibo.com/1837387961/zdpeznIin","Urgent/Severe/Bad Situation"
"http://weibo.com/1837388521/B77BQDvLJ","NCEE"
"http://weibo.com/1837389851/A5CTM2Yet","Business/ Finance"
"http://weibo.com/1837390712/ztXM1mOyx","Japan & China"
"http://weibo.com/1837397804/C02sOlabT","Missing Child"
"http://weibo.com/1837469037/zqrCfdhxd","Business/ Finance"
"http://weibo.com/1837586737/Gn2rqiPpV","Accident"
"http://weibo.com/1837622580/BejSXkKiN","NULL(Topic)"
"http://weibo.com/1837731362/ywdWanz4M","NULL(Topic)"
"http://weibo.com/1837772383/C31oc32Of","Missing Child"
"http://weibo.com/1837790153/Dd7ikeMsH","NULL(Topic)"
"http://weibo.com/1838042803/GnAHQqG7a","Crime"
"http://weibo.com/1838221597/CaHe1hAu9","Missing Child"
"http://weibo.com/1838247455/zqBLtA4o5","Japan & China"
"http://weibo.com/1838479635/BDK2rsw2X","Missing Child"
"http://weibo.com/1838676561/yE6Byh8KI","Government Official"
"http://weibo.com/1838689294/ClcvAj0TR","NCEE"
"http://weibo.com/1838725262/Bt42UeBCD","Health"
"http://weibo.com/1838759533/F1ZqpaCmM","Food Safety"
"http://weibo.com/1839091040/AAQanEYIc","Man-made"
"http://weibo.com/1839113592/yCtPAbsoe","NULL(Topic)"
"http://weibo.com/1839236111/Cvyy6gvNY","Health"
"http://weibo.com/1839284230/CvDxZaLgh","Man-made"
"http://weibo.com/1839338010/zfX7xxx56","Authority Bullying"
"http://weibo.com/1839338010/ztdpTdfiq","Corruption"
"http://weibo.com/1839352484/CdZoJoKKl","Missing Child"
"http://weibo.com/1839548231/zxKaItcSs","Human Trafficking"
"http://weibo.com/1839696741/Cl2o5vfKv","NCEE"
"http://weibo.com/1839833832/C5L48EV9g","Missing Child"
"http://weibo.com/1839834391/yCblMEGIN","Crime"
"http://weibo.com/1839863464/GigyMgtap","Man-made"
"http://weibo.com/1839864847/CioTohtmw","Food Safety"
"http://weibo.com/1839976684/zFW4JaS8N","Natural Disaster"
"http://weibo.com/1840009480/AmGgFticD","Public Administration"
"http://weibo.com/1840156562/Csh2Kng0w","Human Trafficking"
"http://weibo.com/1840231354/BjEkb9flN","NULL(Topic)"
"http://weibo.com/1840231354/C1etO72Nu","Authority Bullying"
"http://weibo.com/1840384974/yv77dziD9","Anecdotes"
"http://weibo.com/1840413337/CdXfx0XpQ","Missing Child"
"http://weibo.com/1840503604/zncSdnkil","Authority Bullying"
"http://weibo.com/1840665992/CgUOz9gQz","Food Safety"
"http://weibo.com/1840770763/zn3Ytqd2l","Accident"
"http://weibo.com/1840776271/CdTHwfMOA","Missing Child"
"http://weibo.com/1841037824/BFDES5wIr","Food Safety"
"http://weibo.com/1841039181/A5YMWm3Jq","Crime"
"http://weibo.com/1841043810/Cous5mxZ5","Human Trafficking"
"http://weibo.com/1841113824/zlz4iDvSQ","Japan & China"
"http://weibo.com/1841138757/yCqvBCBs2","NULL(Topic)"
"http://weibo.com/1841157117/GspXbwZ5Z","Missing Child"
"http://weibo.com/1841207377/zvt5c47Bg","Conspiracy"
"http://weibo.com/1841232307/CpThR46hX","Food Safety"
"http://weibo.com/1841267663/CnGHWjnKg","Missing Child"
"http://weibo.com/1841362857/Ce0RlAihU","Missing Child"
"http://weibo.com/1841443832/B8gG5twHL","Animal Protection"
"http://weibo.com/1841475980/CdWlltj5F","Missing Child"
"http://weibo.com/1841515721/C47LuDipJ","Human Trafficking"
"http://weibo.com/1841584320/A3eun5Xz8","Food Safety"
"http://weibo.com/1841771563/zmUCJwJND","Authority Bullying"
"http://weibo.com/1841885212/zFR5L1s0e","Missing Child"
"http://weibo.com/1841889574/zm8LJnF9K","Animal Protection"
"http://weibo.com/1841923315/z4qqbB26S","Urgent/Severe/Bad Situation"
"http://weibo.com/1841961730/CepkAlg7T","Missing Child"
"http://weibo.com/1842098651/z8FObDMxT","Authority Bullying"
"http://weibo.com/1842208973/Cl7e74Egv","NCEE"
"http://weibo.com/1842319197/zlfvofVyR","Japan & China"
"http://weibo.com/1842458860/B71K5euyZ","NCEE"
"http://weibo.com/1842528627/zoDOCgJvP","Other(Topic)"
"http://weibo.com/1842559294/DaGjwucSI","Lost&Found"
"http://weibo.com/1842605615/CiYbV61ai","Missing Child"
"http://weibo.com/1842647117/CaQaqozr9","Missing Child"
"http://weibo.com/1842835587/zlrHVtuk3","Other(Topic)"
"http://weibo.com/1842841434/FhQ4pjstp","Anecdotes"
"http://weibo.com/1842953351/Cg7Csu3Lv","Missing Child"
"http://weibo.com/1842984733/yCBm4Fd2q","Health"
"http://weibo.com/1842988271/CfzCFl9dQ","Missing Child"
"http://weibo.com/1843043251/C46yjzJh7","Missing Child"
"http://weibo.com/1843100694/BEzni75Ts","Urgent/Severe/Bad Situation"
"http://weibo.com/1843116264/CjYGNdr2j","Missing Child"
"http://weibo.com/1843160755/CvyjZ1X6K","Health"
"http://weibo.com/1843165885/CdZsqbQgm","Missing Child"
"http://weibo.com/1843251080/G5kW3jWAe","Man-made"
"http://weibo.com/1843383771/EDwHlvhDr","Anecdotes"
"http://weibo.com/1843383771/EDwrLiONv","Anecdotes"
"http://weibo.com/1843443790/DEsNnjCp7","NULL(Topic)"
"http://weibo.com/1843444692/zft8C9hFO","Lost&Found"
"http://weibo.com/1843456640/CvOnbm2hp","NULL(Topic)"
"http://weibo.com/1843544124/zAaWKAd6k","NCEE"
"http://weibo.com/1843632360/ymskeix4Y","Public Administration"
"http://weibo.com/1843644707/zcXBdufgr","Food Safety"
"http://weibo.com/1843657067/ztw4P0U5K","Man-made"
"http://weibo.com/1843737380/zA9PI67UN","NCEE"
"http://weibo.com/1843763263/yCaKP7UmY","Crime"
"http://weibo.com/1843940814/zsZhwayku","NULL(Topic)"
"http://weibo.com/1843986922/zt0oGlwrn","Urgent/Severe/Bad Situation"
"http://weibo.com/1844041867/BtwHkDn9z","Health"
"http://weibo.com/1844096375/zdJbVFG4c","Missing Child"
"http://weibo.com/1844169943/yBvKcaHWz","Japan & China"
"http://weibo.com/1844170964/DFyKGitsz","Natural Disaster"
"http://weibo.com/1844255773/D1x5clz2w","Social Phenomenon"
"http://weibo.com/1844263404/z0Ng19Z0A","Authority Bullying"
"http://weibo.com/1844277303/zcUjPETpQ","Food Safety"
"http://weibo.com/1844427657/CyaUXEHyF","Authority Bullying"
"http://weibo.com/1844577772/ylhCm7PMt","Food Safety"
"http://weibo.com/1844583232/zwSi151Li","Man-made"
"http://weibo.com/1844713455/zwoDM6Wbr","Crime"
"http://weibo.com/1844775642/EC9oVoEoM","Food Safety"
"http://weibo.com/1845138185/zgAUjpW8Y","Missing Child"
"http://weibo.com/1845382065/ztsMU8sQy","Corruption"
"http://weibo.com/1845422850/BnuWhDz9D","Education"
"http://weibo.com/1845616844/z6Qpnvg2y","Urgent/Severe/Bad Situation"
"http://weibo.com/1845718414/yCqGRi5m9","NULL(Topic)"
"http://weibo.com/1845947185/znYE6czEA","Food Safety"
"http://weibo.com/1846083752/CouOfnJEq","Human Trafficking"
"http://weibo.com/1846178001/BjvHiC6el","Missing Child"
"http://weibo.com/1846215252/zmGeGx5uv","Authority Bullying"
"http://weibo.com/1846315422/zrp51c7DD","Business/ Finance"
"http://weibo.com/1846319402/Cl26DrUbE","NCEE"
"http://weibo.com/1846380852/zbGku0Ady","Business/ Finance"
"http://weibo.com/1846443971/CoxfY43Kg","Human Trafficking"
"http://weibo.com/1846508955/zuUNa55BW","NULL(Topic)"
"http://weibo.com/1846534360/C02SYj3kl","Social Phenomenon"
"http://weibo.com/1846794003/zwkHMnpAa","Conspiracy"
"http://weibo.com/1846942800/zfQxRaTTW","Lost&Found"
"http://weibo.com/1846978350/Cl2iU4qbe","NCEE"
"http://weibo.com/1847010574/zt2SNkAxc","Urgent/Severe/Bad Situation"
"http://weibo.com/1847018093/zmDRRmoHr","Authority Bullying"
"http://weibo.com/1847018093/zmDTOcNRX","Authority Bullying"
"http://weibo.com/1847018093/zmDUsn5hB","Authority Bullying"
"http://weibo.com/1847058131/ym9bDBi4v","Government Official"
"http://weibo.com/1847058131/zpnuXwOlx","Authority Bullying"
"http://weibo.com/1847192507/CaFssrxCN","Missing Child"
"http://weibo.com/1847287827/zswHv13IQ","Conspiracy"
"http://weibo.com/1847339312/CAZg9tlWc","Authority Bullying"
"http://weibo.com/1847356657/BwFWtqnlZ","Food Safety"
"http://weibo.com/1847375731/BrbORD32h","Missing Child"
"http://weibo.com/1847377685/CkT80kSoA","Public Administration"
"http://weibo.com/1847381413/C47mynq8q","Missing Child"
"http://weibo.com/1847426285/A59NWfy5r","Celebrity"
"http://weibo.com/1847557592/Cl2sGFPgp","NCEE"
"http://weibo.com/1847568684/C3vlz9Y4d","Anecdotes"
"http://weibo.com/1847582585/BnqEz1U88","Education"
"http://weibo.com/1847582585/Brm9ExmBJ","Anecdotes"
"http://weibo.com/1847826622/GtokKxFsE","Man-made"
"http://weibo.com/1847852913/F65CwkpP7","Food Safety"
"http://weibo.com/1847964927/zlYzxgetF","Human Trafficking"
"http://weibo.com/1848031804/zt0GgFUdQ","Urgent/Severe/Bad Situation"
"http://weibo.com/1848075304/Cl2xEjI05","NCEE"
"http://weibo.com/1848490991/BrlxwCQ1R","Anecdotes"
"http://weibo.com/1848537282/CdXF7fIpg","Missing Child"
"http://weibo.com/1848543790/z7KeoiYLk","Urgent/Severe/Bad Situation"
"http://weibo.com/1848565740/BBF4KCuaE","Missing Child"
"http://weibo.com/1848731380/yCqAFpVlw","NULL(Topic)"
"http://weibo.com/1848823870/D08sh0vx1","Social Phenomenon"
"http://weibo.com/1848969731/zt13nd24l","Urgent/Severe/Bad Situation"
"http://weibo.com/1849012425/AgAuspXMl","Health"
"http://weibo.com/1849017271/zwQLKhK2R","Man-made"
"http://weibo.com/1849142757/AzQTe0rq0","Anecdotes"
"http://weibo.com/1849178507/znlZYFiba","Celebrity"
"http://weibo.com/1849337815/zt4t4or65","Urgent/Severe/Bad Situation"
"http://weibo.com/1849365165/D1dzP18Xe","Social Phenomenon"
"http://weibo.com/1849492597/zmc1NDat1","International News"
"http://weibo.com/1849504352/yBtqDmu7i","Japan & China"
"http://weibo.com/1849658583/zna1SrwQe","Celebrity"
"http://weibo.com/1850001963/z3wnlzxb0","Celebrity"
"http://weibo.com/1850067585/CcCVRn8Te","Food Safety"
"http://weibo.com/1850070331/yCr0JtZt8","NULL(Topic)"
"http://weibo.com/1850089717/A2NoWs4Og","Missing Child"
"http://weibo.com/1850148525/ECZ7zt4jV","Anecdotes"
"http://weibo.com/1850550517/Ez7CAEINm","International News"
"http://weibo.com/1850649324/zeh13rwJ5","Crime"
"http://weibo.com/1850678492/F4sFLx9Px","Man-made"
"http://weibo.com/1850769047/A5ClHAYfm","NULL(Topic)"
"http://weibo.com/1850779290/EwKnnu0H4","Food Safety"
"http://weibo.com/1850893557/CEu2aecsE","Man-made"
"http://weibo.com/1851192071/yBhEAbDRI","Health"
"http://weibo.com/1851192071/yuMFdkBmF","Anecdotes"
"http://weibo.com/1851376581/CfHy4ktJ1","Missing Child"
"http://weibo.com/1851394125/zngrEeVFw","Missing Child"
"http://weibo.com/1851410701/yBpL7qVdG","Japan & China"
"http://weibo.com/1851427210/A2pHgr8wj","Missing Child"
"http://weibo.com/1851431943/Bt3vct17G","Health"
"http://weibo.com/1851459070/zncCmjhTI","Celebrity"
"http://weibo.com/1851599793/yFo1Un1hr","Health"
"http://weibo.com/1851852565/zkQOs0Xls","Authority Bullying"
"http://weibo.com/1851903505/CdY7QtIQ4","Missing Child"
"http://weibo.com/1852080853/C33er0ngQ","Missing Child"
"http://weibo.com/1852167640/Fv0II2Hoz","Human Trafficking"
"http://weibo.com/1852189583/z4FdGvILP","Government Official"
"http://weibo.com/1852221133/C99IVth2Y","Man-made"
"http://weibo.com/1852223573/C3bRP5GA0","Justice"
"http://weibo.com/1852305762/CvLLFFvRB","Man-made"
"http://weibo.com/1852355362/zeZr9mv4w","Celebrity"
"http://weibo.com/1852390195/Cn7yp6Axo","Missing Child"
"http://weibo.com/1852501693/C91klbVT2","Social Phenomenon"
"http://weibo.com/1852545681/zfCc9kuFb","Anecdotes"
"http://weibo.com/1852558285/z2Rkmna8i","Urgent/Severe/Bad Situation"
"http://weibo.com/1852671513/yBr5YxUWI","Japan & China"
"http://weibo.com/1852692711/zpDsPbYTq","Japan & China"
"http://weibo.com/1852829134/z5c9Ugjyg","Food Safety"
"http://weibo.com/1853018020/CqmDLBnYi","Human Trafficking"
"http://weibo.com/1853029203/zd39kAAhz","Food Safety"
"http://weibo.com/1853035490/zxg4GbM6R","Man-made"
"http://weibo.com/1853091160/C97lSCoZ4","Man-made"
"http://weibo.com/1853224731/E2BtPof8Q","Public Administration"
"http://weibo.com/1853413274/F0UbdaTGR","Education"
"http://weibo.com/1853425063/CsjEzx4Lj","NULL(Topic)"
"http://weibo.com/1853461171/yvCo0idHQ","Anecdotes"
"http://weibo.com/1853461171/zwXLv2a99","International News"
"http://weibo.com/1853472775/zwWUQqkiI","Food Safety"
"http://weibo.com/1853539764/CdZxMirEH","Missing Child"
"http://weibo.com/1853652124/Cz8iREP85","Urgent/Severe/Bad Situation"
"http://weibo.com/1853668233/z9uwth4DZ","Corruption"
"http://weibo.com/1853962447/z5ESsjzoq","Education"
"http://weibo.com/1853983495/EeCYH4EGL","Man-made"
"http://weibo.com/1854167395/BsWeF2v1f","Health"
"http://weibo.com/1854262562/z0rPA1HeH","Public Administration"
