id|sentence
CNXP-opiniao-20210107-e545cd15-1|As cenas de violência em Washington D.C.
CNXP-opiniao-20210107-e545cd15-2|nesta última quarta-feira (6) foram uma visão rara e atípica da política americana.
CNXP-opiniao-20210107-e545cd15-3|Apoiadores de Trump, chamados para protestar pacificamente, dizem que membros de um grupo de esquerda radical foram os responsáveis por provocar atos violentos.
CNXP-opiniao-20210107-e545cd15-4|Vários indícios apontam que supostos membros do grupo Antifa, disfarçados de simpatizantes do presidente Donald Trump, se infiltraram entre os manifestantes durante o protesto.
CNXP-opiniao-20210107-e545cd15-5|Eles estariam entre aqueles que invadiram o prédio que abriga o Congresso.
CNXP-opiniao-20210107-e545cd15-6|Um deles tem uma tatuagem indicando que é simpatizante dos stalinistas.
CNXP-opiniao-20210107-e545cd15-7|A Antifa promove o caos por meio da violência e defende a criação de um Estado stalinista para substituir a República Democrática Americana.
CNXP-opiniao-20210107-e545cd15-8|'Chega de América' ​​é uma canção de protesto comumente ouvida entre seus militantes.
CNXP-opiniao-20210107-e545cd15-9|A XRVision também identificou outro homem.
CNXP-opiniao-20210107-e545cd15-10|Este terceiro indivíduo, embora não seja conhecido por ter ligações com a Antifa, é alguém que aparece em protestos tanto climáticos quanto de outro movimento de esquerda, o Black Lives Matter (BLM).
CNXP-opiniao-20210107-e545cd15-11|Com origem em Portland, estado de Oregon, a Antifa foi responsável por um ano de violência naquela cidade.
CNXP-opiniao-20210107-e545cd15-12|O prefeito disse esta semana que o grupo está tentando destruir a cidade e pediu medidas policiais mais duras.
CNXP-opiniao-20210107-e545cd15-13|A Antifa, mal organizada nacionalmente, exporta militantes para outras cidades.
CNXP-opiniao-20210107-e545cd15-14|No entanto, sua atividade tem gerado preocupação ao governo federal americano.
CNXP-opiniao-20210107-e545cd15-15|"A empresa que fez a identificação facial, a XRVision, informa em sua página do LinkedIn que é uma startup de visão computacional e especialista em ""análise de imagem baseada em inteligência artificial para ambientes não controlados, lotados e em movimento"", assim como a situação ocorrida durante o protesto no Capitólio."
CNXP-opiniao-20210107-e545cd15-16|A XRVision também afirma que suas avaliações são 'bem classificadas pelos clientes do governo'.
CNXP-opiniao-20210107-e545cd15-17|Os atos de violência desta última quarta-feira (6) e o suposto vínculo com a organização de esquerda coincidem com a assinatura do “Memorando de inadmissibilidade de pessoas filiadas à Antifa com base na atividade do crime organizado”.
CNXP-opiniao-20210107-e545cd15-18|"O documento, assinado pelo presidente dos EUA, Donald Trump, indica que a Antifa ""é direta ou indiretamente responsável por parte do caos recente em nossas comunidades""."
CNXP-opiniao-20210107-e545cd15-19|E também sinaliza que o grupo aproveita as tragédias para 'promover uma agenda radical, esquerdista, anarquista e violenta'.
CNXP-opiniao-20210107-e545cd15-20|“Na verdade, a Antifa há muito tempo usa demonstrações que, de outra forma, seriam permitidas para se envolver em comportamento criminoso sem lei para promover sua agenda radical”, diz o memorando.
CNXP-opiniao-20210107-e545cd15-21|Segundo analistas, a assinatura desse documento, que restringe a entrada nos Estados Unidos a qualquer pessoa ligada ao grupo extremista, é um passo para classificar esses coletivos como 'organização terrorista'.
CNXP-opiniao-20210107-e545cd15-22|Com informações, The Washington Times.
CNXP-opiniao-20210106-6b661ea3-0|Há algo bem curioso sobre aprender a andar de bicicleta: a queda é certa no início das pedaladas.
CNXP-opiniao-20210106-6b661ea3-1|Quando caímos, ainda na tentativa de aprender, tivemos vontade de parar pelo receio de novas quedas, ou, ainda, pela vergonha diante das pessoas que nos viram cair.
CNXP-opiniao-20210106-6b661ea3-2|Conheço pessoas que, até hoje, não sabem andar de bicicleta, pois desistiram diante das primeiras quedas.
CNXP-opiniao-20210106-6b661ea3-3|"Conectando esse aprendizado com o início da nossa vida cristã, nos lembraremos perfeitamente de que as primeiras ""pedaladas"" foram bem difíceis."
CNXP-opiniao-20210106-6b661ea3-4|Assim, quando se tem o objetivo de agradar ao Senhor, ninguém deseja cair no pecado intencionalmente, pois o real propósito é andar em obediência a Ele.
CNXP-opiniao-20210106-6b661ea3-5|Todo aquele que permanece nele não vive pecando; toda pessoa que continua no pecado não o viu, nem tampouco o conheceu.
CNXP-opiniao-20210106-6b661ea3-6|"A bíblia nos diz ""Graças ao grande amor do Senhor é que não somos consumidos, pois as suas misericórdias são inesgotáveis""."
CNXP-opiniao-20210106-6b661ea3-7|Deus está sempre pronto para a próxima jornada.
CNXP-opiniao-20210106-6b661ea3-8|Diante da queda, não adianta fingir que não caiu, não adianta chorar e também não adianta culpar os outros.
CNXP-opiniao-20210106-6b661ea3-9|Temos que levantar a cabeça com confiança, pois a única condição para voltarmos a jornada com Ele é através do arrependimento.
CNXP-opiniao-20210106-6b661ea3-10|Ele é paciente com vocês, não querendo que ninguém pereça, mas que todos cheguem ao arrependimento.
CNXP-opiniao-20210106-6b661ea3-11|Contudo, depois que aprendemos, nós experimentamos a recompensa de andar em qualquer lugar, pois agora sabemos pedalar com equilíbrio, olhando pra frente.
CNXP-opiniao-20210106-6b661ea3-12|É assim também em nossa vida cristã.
CNXP-opiniao-20210106-6b661ea3-13|É natural evitarmos 'transitar' por determinados locais com receio da queda, mas tão logo aprendemos a andar com Deus passamos a adquirir convicções espirituais e ganhamos confiança em nossa relação com Ele.
CNXP-opiniao-20210106-6b661ea3-14|"Sabemos que, se houver queda, seja onde e como for, ainda que pelas ruas mais escuras, podemos nos lembrar de que tem Alguém a nos dizer:
Filhinhos, estas palavras vos escrevo para que não pequeis."
CNXP-opiniao-20210106-6b661ea3-15|Se, entretanto, alguém pecar, temos Advogado junto ao Pai, Jesus Cristo, o Justo.
CNXP-opiniao-20210105-5253de50-0|O Brasil é um país de muitas regras, e, sem dúvidas, de muitas exceções.
CNXP-opiniao-20210105-5253de50-1|O tanto de regras que temos não são cumpridas pelas tantas exceções que são permitidas.
CNXP-opiniao-20210105-5253de50-2|"Aqui, ""toda regra tem sua exceção"" está valendo muito pouco."
CNXP-opiniao-20210105-5253de50-3|Esse é um cenário 'bem vivido' pelos poderes da nossa República, principalmente o Legislativo e Judiciário.
CNXP-opiniao-20210105-5253de50-4|Tem coisa pior que isso?
CNXP-opiniao-20210105-5253de50-5|Quando cristãos fazem daquilo que era exceção, uma fatalidade, sua regra e modo de viver.
CNXP-opiniao-20210105-5253de50-6|Biblicamente, analisando o nosso relacionamento com Deus, o pecado sempre foi considerado uma exceção.
CNXP-opiniao-20210105-5253de50-7|Nunca foi uma regra para o ser humano.
CNXP-opiniao-20210105-5253de50-8|"Veja o que diz as Escrituras:
As vossas iniquidades fazem separação entre vós e o vosso Deus."
CNXP-opiniao-20210105-5253de50-9|Se permitirmos que o erro se torne aliado, na percepção de que ele pode nos ensinar algo de bom, isso se torna um tanto perigoso, pois o que temos que fazer diante do erro é nos arrependermos.
CNXP-opiniao-20210105-5253de50-10|Temos que aprender com Jesus Cristo, Aquele que “não cometeu pecado algum, nem qualquer engano foi encontrado em sua boca”.
CNXP-opiniao-20210105-5253de50-11|E, quanto ao erro, ou pecado, precisamos imediatamente nos livrar de “toda malignidade e de todo engano, hipocrisia, inveja e toda espécie de maledicência”, segundo 1 Pedro 2:1.
CNXP-opiniao-20210105-5253de50-12|2021 será o ano oportuno para alavancarmos o nosso desenvolvimento e crescimento espiritual.
CNXP-opiniao-20210105-5253de50-13|"Quando a nossa natureza quiser nos fazer acreditar que chegou o tempo da 'exceção', em que o pecado pode permanecer coabitando com o Espírito, por meio dos 'jeitinhos pecaminosos', fazendo concessões aqui e ali, querendo dar seu grito de 'liberdade' dentro de nós, então, faremos como propôs o apóstolo Paulo:
Por isso, façam morrer todas as coisas deste mundo que agem em vocês, isto é: imoralidade sexual, impureza, paixões baixas, maus desejos e cobiça, que é uma forma de adorar ídolos."
CNXP-opiniao-20210105-5253de50-14|Que não venhamos permitir que concessões ganhem espaço em nós, mas que possamos lutar o 'bom combate', nos preparando como um atleta e olhando para o Alvo: Jesus Cristo.
CNXP-opiniao-20210105-5253de50-15|Que neste novo ano, 2021, luzes sobre a regra 'Andai no Espírito' venham à tona, e que lancemos à escuridão as 'voltinhas' com o pecado, que sempre estão batendo na porta do nosso coração.
CNXP-opiniao-20210105-5253de50-16|"O conselho de Deus a Caim nos serve muito bem:
Se você fizer o que é certo, será aceito."
CNXP-opiniao-20210105-5253de50-17|Mas, se não o fizer, tome cuidado!
CNXP-opiniao-20210105-5253de50-18|O pecado está à porta, à sua espera, e deseja destruir-te, mas é você quem deve dominá-lo.
CNXP-opiniao-20210105-5253de50-19|"(Gênesis 4:7)
Ajude a evangelizar o mundo!"
CNXP-opiniao-20210104-2ad74176-0|O Evangelho de Lucas nos apresenta um jovem rico que gostaria de saber como poderia herdar a vida eterna.
CNXP-opiniao-20210104-2ad74176-1|Contudo, Jesus concede uma resposta direta e clara, pois sabia das verdadeiras intenções daquele rapaz.
CNXP-opiniao-20210104-2ad74176-2|Venda tudo o que você possui e dê o dinheiro aos pobres, e você terá um tesouro nos céus...
CNXP-opiniao-20210104-2ad74176-3|Ouvindo isto ele ficou triste, porque era muito rico.
CNXP-opiniao-20210104-2ad74176-4|A bíblia diz que 'ele queria ver quem era Jesus'.
CNXP-opiniao-20210104-2ad74176-5|Essa era sua curiosidade.
CNXP-opiniao-20210104-2ad74176-6|Descobrir quem era Aquele que grandes coisas realizava.
CNXP-opiniao-20210104-2ad74176-7|Jesus, que já sabia o que se passava no coração de Zaqueu, resolveu ir até a casa daquele cobrador de impostos.
CNXP-opiniao-20210104-2ad74176-8|Lá, eles conversaram.
CNXP-opiniao-20210104-2ad74176-9|E, certamente, foi Jesus quem o convenceu de algo que sozinho não teria acontecido.
CNXP-opiniao-20210104-2ad74176-10|"A seguir, Zaqueu decidiu produzir novos atos em sua vida:
Zaqueu levantou-se e disse ao Senhor: Olha, Senhor!"
CNXP-opiniao-20210104-2ad74176-11|Estou dando a metade dos meus bens aos pobres; e se de alguém extorqui alguma coisa, devolverei quatro vezes mais.
CNXP-opiniao-20210104-2ad74176-12|Uma coisa é certa: todos nós temos que lidar com situações de tristezas, mas podemos decidir não conviver com elas, se optarmos por ouvir o que o Senhor tem a nos dizer.
CNXP-opiniao-20210104-2ad74176-13|Zaqueu era um homem triste, apesar da sua riqueza, conquistada através da corrupção.
CNXP-opiniao-20210104-2ad74176-14|E além disso, ele recebia crescentes sentimentos de ódio de parte das pessoas.
CNXP-opiniao-20210104-2ad74176-15|Há um 'segredinho' entre esses dois personagens, que tiveram reações e atitudes tão diferentes.
CNXP-opiniao-20210104-2ad74176-16|Enquanto o objetivo do jovem era 'COMO HERDAR', Zaqueu queria saber 'QUEM ERA'!
CNXP-opiniao-20210104-2ad74176-17|"Nossa relação com Jesus ainda é muito contaminada pelo que podemos obter através dEle, quando o que Ele mais deseja é que ""conheçamos, e prossigamos em conhecer ao Senhor"" — (Oséias 6:3)."
CNXP-opiniao-20210104-2ad74176-18|O que realmente marcou o comportamento deles foi a atitude que tiveram enquanto Jesus conversava com eles.
CNXP-opiniao-20210104-2ad74176-19|"O jovem, ""afastou-se triste"" — (Mateus 19:22); enquanto Zaqueu, por sua vez, permaneceu na presença do Senhor."
CNXP-opiniao-20210104-2ad74176-20|Quero ficar em sua casa hoje.
CNXP-opiniao-20210104-2ad74176-21|Então, ele desceu rapidamente e o recebeu com alegria.
CNXP-opiniao-20210104-2ad74176-22|"— (Lucas 19:5-6)
Seja qual for a resposta do Senhor, será muito melhor que você permaneça nEle, com Ele e na presença dEle!"
CNXP-opiniao-20210104-2ad74176-23|Ajude a evangelizar o mundo!
CNXP-opiniao-20210102-33643cae-0|"O 'novo normal' tem sido uma expressão utilizada para representar nosso novo ""estilo"" ou jeito de viver a vida, durante e pós pandemia da Covid-19."
CNXP-opiniao-20210102-33643cae-1|Essa nova medida visa alterar nossos padrões de comportamento e convivência, sob o pretexto de que nossa sobrevivência e proteção estão ameaçados pelo covid-19.
CNXP-opiniao-20210102-33643cae-2|Mas parece que enquanto tentam proteger com o 'novo normal', põem em risco a vida daqueles que ainda estão tão bem guardado no ventre de suas mães, como foi o caso na Argentina, onde o aborto foi aprovado pelo Senado, e sob a 'comoção' e a 'celebração' de milhares de mulheres espalhadas pelas ruas.
CNXP-opiniao-20210102-33643cae-3|Todas unidas pelo direito de 'matar, roubar e destruir' a vida de crianças que foram 'autorizadas' a nascer.
CNXP-opiniao-20210102-33643cae-4|No mínimo, retrata a presença da insanidade somada a ausência das 'boas novas'!
CNXP-opiniao-20210102-33643cae-5|Estamos terminando o primeiro dia do Ano Novo, e muitos encerrarão esse dia tão carentes de 'novidades'.
CNXP-opiniao-20210102-33643cae-6|Essas pessoas são necessitadas do evangelho, pois desconhecem os verdadeiros valores do reino de Deus.
CNXP-opiniao-20210102-33643cae-7|Tais posicionamentos manifestam indicações que suas vidas permanecem sob o domínio da velha criatura.
CNXP-opiniao-20210102-33643cae-8|Diante do 'novo normal', devemos nos perguntar como fazer as 'boas novas' circularem na vida das pessoas, sem que suas 'regras' causem impedimentos.
CNXP-opiniao-20210102-33643cae-9|Por exemplo: pudemos assistir, em nome do 'novo normal', os encontros de famílias serem ameaçados no dia de Natal.
CNXP-opiniao-20210102-33643cae-10|Será que estamos prontos para pensarmos estrategicamente, caso as regras do 'novo normal' ampliem seu alcance, gerando intimidação sobre àqueles que são porta-voz da mensagem do Reino de Deus?
CNXP-opiniao-20210102-33643cae-11|Todos os que tiveram um encontro verdadeiro e real com o Autor e consumador da nossa fé, sempre estão em busca de encontrar novos meios e formas de fazer a mensagem do Reino de Deus circular pelo coração das pessoas.
CNXP-opiniao-20210102-33643cae-12|Houve um período na história em que os discípulos de Jesus, Pedro e João foram considerados uma ameaça a sociedade da época, por compartilharem o Evangelho com as pessoas.
CNXP-opiniao-20210102-33643cae-13|"Ficou resolvido a imposição um certo 'novo normal' sobre os discípulos, tendo a finalidade de impedir a propagação do Evangelho:
“Todavia, para que isso não se divulgue ainda mais entre o povo, vamos intimidá-los, exigindo que a ninguém mais falem sobre este Nome."
CNXP-opiniao-20210102-33643cae-14|Então, convocando-os novamente, ordenaram-lhes que não falassem, tampouco ensinassem em o Nome de Jesus”.
CNXP-opiniao-20210102-33643cae-15|"O apóstolo Paulo conhecia bem sua responsabilidade após ter conhecido o Evangelho: ""Pois me é imposta a necessidade de pregar."
CNXP-opiniao-20210102-33643cae-16|"Ai de mim se não pregar o evangelho!""."
CNXP-opiniao-20210102-33643cae-17|(1 Coríntios 9:16).
CNXP-opiniao-20210102-33643cae-18|2021 é o ano da consciência do nosso posicionamento.
CNXP-opiniao-20210102-33643cae-19|"Precisaremos experimentar da intimidade com o Pai para que a mesma resposta de Pedro e João seja a nossa:
“Julgai vós mesmos se é justo diante de Deus obedecer a vós mais do que a Deus."
CNXP-opiniao-20210102-33643cae-20|Pois não podemos deixar de falar de tudo quanto vimos e ouvimos!”.
CNXP-opiniao-20201231-753e6c7f-0|Nem todos estão motivados quanto a realidade do Ano vindouro.
CNXP-opiniao-20201231-753e6c7f-1|Alguns, dizendo-se pragmáticos, traçaram um prognóstico bem pessimista e fazendo coro com os que aguardam o caos.
CNXP-opiniao-20201231-753e6c7f-2|Tal pessimismo se assemelha a uma realidade história ocorrida a cerca de 445 A.C., em que o povo que habitava em Jerusalém não tinha a menor inspiração e expectativa de que sua realidade pudesse ser modificada para melhor, pois a cidade estava arruinada, os portões e os muros que a protegiam foram destruídos pelo exército babilônico, sob o comando do rei Nabucodonosor.
CNXP-opiniao-20201231-753e6c7f-3|Um povo que não é estimulado pela esperança de dias melhores, diariamente aborta toda possibilidade de mudança e transformação.
CNXP-opiniao-20201231-753e6c7f-4|"Num universo de pessoas em que elas não conseguem perceber possibilidades de modificações, basta que se destaque dentre elas uma única pessoa que promova entendimento e motivação, para haver um ""start"" de movimento contagiante."
CNXP-opiniao-20201231-753e6c7f-5|Aliás, tudo o que precisamos são de pessoas determinadas em motivar umas as outras, pois não podemos nos perder isoladamente no mar do pessimismo, frente a um futuro que nos aguarda.
CNXP-opiniao-20201231-753e6c7f-6|"E foi assim com Neemias
Foi assim que aconteceu na vida de um simples copeiro do rei da Pérsia, que contagiou toda uma população: Neemias."
CNXP-opiniao-20201231-753e6c7f-7|"""Eu lhes disse: “Vocês sabem muito bem da terrível situação em que estamos."
CNXP-opiniao-20201231-753e6c7f-8|Jerusalém está em ruínas, e suas portas foram destruídas pelo fogo.
CNXP-opiniao-20201231-753e6c7f-9|Venham, vamos reconstruir o muro de Jerusalém e acabar com essa vergonha!”.
CNXP-opiniao-20201231-753e6c7f-10|O próximo ano necessitará de pessoas que tenham determinado no Senhor explorar seus talentos e criatividades para se aplicarem a novos trabalhos profissionais, afim de produzir pra si e para a nação.
CNXP-opiniao-20201231-753e6c7f-11|Também necessitará de homens e mulheres desejosos em descobrir seus chamados, seus dons espirituais e seus ministérios, sendo encorajados a dedicarem suas vidas ao avanço do Reino de Deus.
CNXP-opiniao-20201231-753e6c7f-12|É tempo de contagiar o mundo, amar as pessoas que sofrem por não conhecer o nosso Deus e influenciar suas vidas com a palavra e o poder de Deus.
CNXP-opiniao-20201231-753e6c7f-13|Chegou o tempo da nossa oportunidade, de sermos encorajados pelo Propósito do Senhor, do mesmo modo que aconteceu com Neemias.
CNXP-opiniao-20201231-753e6c7f-14|Ele chorou, orou e jejuou!
CNXP-opiniao-20201231-753e6c7f-15|"""Quando ouvi essas coisas, sentei-me e chorei."
CNXP-opiniao-20201231-753e6c7f-16|"Passei dias lamentando-me, jejuando e orando ao Deus dos céus."""
CNXP-opiniao-20201231-753e6c7f-17|"(Neemias 1:4)
Ajude a evangelizar o mundo!"
CNXP-opiniao-20201231-753e6c7f-18|Feliz Ano Novo!
CNXP-opiniao-20201231-d763e465-0|"Em 2020, os termos mais pesquisados no mundo, através do Google, foram ""Coronavirus"", ""Pandemia"" e ""Lockdown""."
CNXP-opiniao-20201231-d763e465-1|Isso já demonstra o que conquistou a atenção das pessoas.
CNXP-opiniao-20201231-d763e465-2|Ainda que se relacione com a preservação da vida, nunca a humanidade precisou se preocupar tanto consigo mesma.
CNXP-opiniao-20201231-d763e465-3|Nunca os seres humanos necessitaram andar tanto em unidade de pensamento em relação a saúde.
CNXP-opiniao-20201231-d763e465-4|Nunca a nossa dependência de que o outro estivesse tão saudável foi tão real.
CNXP-opiniao-20201231-d763e465-5|Também podemos ver que há uma grande demanda de pessoas sofrendo nas emoções, pelo surgimento do medo, da ansiedade, das depressões, das inseguranças, das pressões financeiras e econômicas.
CNXP-opiniao-20201231-d763e465-6|Nada é mais paralisante do que ter as emoções fora do seu eixo de equilíbrio.
CNXP-opiniao-20201231-d763e465-7|Não somos capazes de definir por quanto tempo se pode suportar pressões externas agindo sobre nossas emoções.
CNXP-opiniao-20201231-d763e465-8|E nessa convivência, as pessoas perguntam como se vence tudo isso.
CNXP-opiniao-20201231-d763e465-9|"Sem respostas simplistas, podemos afirmar que encontramos recursos geradores de força e esperança, vindos da palavra do nosso Deus, que diz assim:
Temos esta esperança como âncora da alma, firme e segura."
CNXP-opiniao-20201231-d763e465-10|"(Hebreus 6:19)
Tudo o que a nossa alma precisa é sentir esperança, e isso lhe traz firmeza e segurança."
CNXP-opiniao-20201231-d763e465-11|É chegado o tempo de novas experiências, em que temos que resgatar dentro de nós o que pode nos dar esperança.
CNXP-opiniao-20201231-d763e465-12|É dentro de nós que estão as diversas sementes que foram lançadas.
CNXP-opiniao-20201231-d763e465-13|Elas são a palavra de Deus, que precisam ganhar vida em nosso interior, pois ela é “viva e eficaz, e mais afiada que qualquer espada de dois gumes” (Hebreus 4;12).
CNXP-opiniao-20201231-d763e465-14|Há uma palavra muito poderosa e que toca muito a realidade que atravessamos hoje.
CNXP-opiniao-20201231-d763e465-15|"Precisamos fazê-la gerar movimento em nosso interior:
“Mesmo não florescendo a figueira, e não havendo uvas nas videiras, mesmo falhando a safra de azeitonas, não havendo a produção de alimentos na lavoura... ainda assim eu exultarei no Senhor e me alegrarei no Deus da minha salvação."""
CNXP-opiniao-20201231-d763e465-16|"(Habacuque 3:17-18)
Esse texto nos mostra um segredo contra pressões externas e quando nada vai bem dentro de nós."
CNXP-opiniao-20201231-d763e465-17|Ele nos remete a uma decisão que precisamos tomar para não sermos abatidos pelo problemas circunstanciais: “Me alegrarei no Deus da minha Salvação”.
CNXP-opiniao-20201231-d763e465-18|O texto implica que há uma forma de 'salvação', que pode ser conquistada pela busca da alegria em Deus!
CNXP-opiniao-20201231-d763e465-19|Há uma alegria a ser conquistada em tempos difíceis, ainda que as circunstâncias exteriores e interiores não estejam a nosso favor.
CNXP-opiniao-20201231-d763e465-20|Essa alegria não vem de nós, mas somente o Espírito do Senhor pode produzi-la em nosso ser, conforme o apóstolo Paulo afirmou aos Gálatas, que “o fruto do Espírito é... alegria” (Gálatas 5:22).
CNXP-opiniao-20201231-d763e465-21|Portanto, faça da 'alegria do Senhor' a sua força, contra qualquer realidade difícil e depreciativa.
CNXP-opiniao-20201231-d763e465-22|“A alegria do Senhor é a nossa força.” (Neemias 8:10)
CNXP-opiniao-20201230-bc056ce4-0|Sou a 3a geração de professores da família.
CNXP-opiniao-20201230-bc056ce4-1|Somados os anos dedicados à docência destas gerações, creio que ultrapassamos, com sobra, a uma centena deles.
CNXP-opiniao-20201230-bc056ce4-2|Apenas no ensino universitário já estou por completar 3 décadas, ao que acresço mais alguns anos em outras atividades docentes.
CNXP-opiniao-20201230-bc056ce4-3|O amor ao ofício de ensinar e os compromissos decorrentes são uma constante entre nós.
CNXP-opiniao-20201230-bc056ce4-4|Importantes lições foram aprendidas com a minha avó, com o meu pai e mesmo com a esposa, que também se dedicou por anos à docência e que, também neste sentido, se alinha aos valores que trago em meu íntimo.
CNXP-opiniao-20201230-bc056ce4-5|De um lado, por seus questionamentos, até mesmo daqueles já iniciados na vida profissional, alguns dos quais já formados, que me levam a buscar por boas fontes, a estudar e a refletir acerca do conteúdo acessado, das dúvidas suscitadas, bem como sobre a forma adequada de disponibilizar este conteúdo ou as respostas a que alcanço, para que possa ser apreendido por meus interlocutores, de modo simples, didático, sem contudo perder em qualidade ou profundidade no tocante às questões em análise.
CNXP-opiniao-20201230-bc056ce4-6|E este mecanismo me obriga a buscar a compreensão do conhecimento em sua essência, em seus fundamentos, a relacioná-lo com outros conteúdos, o que, invariavelmente, acaba sendo semente fértil para futuros capítulos dos livros técnicos que escrevo, em minha área de atuação.
CNXP-opiniao-20201230-bc056ce4-7|De outro, por ser capaz de fornece-lhes, com todas as minhas limitações, caminhos para uma mínima evolução em sua dimensão humana.
CNXP-opiniao-20201230-bc056ce4-8|Ao tempo em que, em meu íntimo, sorrio com algumas das ingênuas colocações que me são apresentadas, preocupo-me imensamente ao refletir acerca da origem destas e das dificuldades encontradas por estes jovens em modificar a situação existente.
CNXP-opiniao-20201230-bc056ce4-9|Neste sentido, uma das frases recorrentes é: - Como você consegue?
CNXP-opiniao-20201230-bc056ce4-10|"Passo a explicar…
Quando desafiados a escrever o trabalho de conclusão de curso (TCC) ou a dedicar esforços a outro projeto pessoal que lhes demande força de vontade, perseverança e determinação, não raro, observo sobrancelhas se contraírem como se fosse impossível cumprir o propósito daquela missão que, sobretudo, interessa aos próprios."
CNXP-opiniao-20201230-bc056ce4-11|Pedem prazos maiores, a compreensão para suas dificuldades etc.
CNXP-opiniao-20201230-bc056ce4-12|Enfim, surgem desculpas e justificativas de todas as ordens.
CNXP-opiniao-20201230-bc056ce4-13|Então, aproveito para perguntar-lhes se desejariam trocar aquela tarefa, o seu cotidiano pela minha rotina.
CNXP-opiniao-20201230-bc056ce4-14|"Alguns se atrevem a desejar, talvez pelo ímpeto de se sentirem desafiados, outros por já terem ideia do que está por vir…
Então, falo-lhes de minhas muitas rotinas e deveres, enquanto professor universitário, dentro e fora da instituição à qual estou vinculado, como filho a contribuir com o cuidado com os pais que residem em outra cidade (para a qual me desloco com regularidade semanal), como esposo e pai de família, dos projetos de livros técnicos e de literatura infantil em curso (ou em planejamento) e na vida social mais ampla, na condição de (ex-)síndico de meu prédio residencial (com 50 unidades), função exercida sem qualquer remuneração e também junto à comunidade etc."
CNXP-opiniao-20201230-bc056ce4-15|Os olhos parecem saltar-lhes das órbitas!
CNXP-opiniao-20201230-bc056ce4-16|E aí, escuto a famosa frase: - Como o senhor consegue?
CNXP-opiniao-20201230-bc056ce4-17|Ora, digo-lhes, porque é preciso!
CNXP-opiniao-20201230-bc056ce4-18|Não sou nenhum super-homem, mas desde cedo aprendi a concentrar os esforços e as minhas melhores energias em cumprir as tarefas que me foram incumbidas, por decisão própria ou por necessidade imposta pela condição presente naquele momento de vida.
CNXP-opiniao-20201230-bc056ce4-19|Em olhar para os objetivos, me alegrar com a metas cumpridas e a não me queixar com as dificuldades a superar.
CNXP-opiniao-20201230-bc056ce4-20|E digo-lhes isso do fundo do coração, sem nenhuma intenção de causar-lhes constrangimento algum, mas, tão-somente, para mostrar-lhes uma outra forma de posicionar-se diante da vida.
CNXP-opiniao-20201230-bc056ce4-21|Ao longo desses anos, tenho notado a mudança da disposição para o enfrentamento da realidade da vida para um embate contra indivíduos.
CNXP-opiniao-20201230-bc056ce4-22|Parece que há o equivocado entendimento de que outrem é sempre o responsável pelas dificuldades de suas trajetórias pessoais.
CNXP-opiniao-20201230-bc056ce4-23|Ora, “vencer” ou pretensamente derrotar este oponente imaginário não os levará, de forma alguma, a avançar em seus propósitos.
CNXP-opiniao-20201230-bc056ce4-24|Muito pelo contrário, apenas consumirá energia e tempo preciosos que deveriam ser dedicados aos objetivos reais na vida de cada um.
CNXP-opiniao-20201230-bc056ce4-25|Entretanto, parece que já há algum tempo, gerações foram entorpecidas com o discurso de que o outro é o seu obstáculo e que, portanto, deve ser superado, quando não eliminado.
CNXP-opiniao-20201230-bc056ce4-26|Ora, ora… digo aos jovens, como já ouvi dos meus ascendentes: a concorrência não faz a perda, o que faz a perda é a incompetência.
CNXP-opiniao-20201230-bc056ce4-27|Então, em todos os campos da vida, a batalha de cada é contra si mesmo.
CNXP-opiniao-20201230-bc056ce4-28|Esta é a primeira parte da fórmula para o sucesso!
CNXP-opiniao-20201230-bc056ce4-29|Antes de refletirem acerca do que lhes apresento, alguns tentam retrucar dizendo que “O senhor consegue fazer tudo certo porque isso, aquilo e mais aquilo outro…”.
CNXP-opiniao-20201230-bc056ce4-30|Ao que complemento dizendo que o que faço em meu cotidiano nada mais é do que o que tem que ser feito, de modo simples, direto, sem adereços, como a vida tem que ser… enfrentando cada obstáculo com determinação, paciência e fé!
CNXP-opiniao-20201230-bc056ce4-31|E esta é a segunda parte da fórmula para o sucesso!
CNXP-opiniao-20201230-bc056ce4-32|Fico feliz em, mesmo depois de muitos anos, ainda receber o contato de ex-alunos, hoje colegas, que me relatam da importância de minhas palavras para que alcançassem sucesso em sua caminhada profissional, familiar e pessoal.
CNXP-opiniao-20201230-bc056ce4-33|Quem sabe se, ao me aposentar, não me torno coach ou influenciador digital… talvez assim amplie o alcance de minhas palavras.
CNXP-opiniao-20201230-bc056ce4-34|E podem acreditar, caros leitores, creio que não existe outro caminho além do que lhes apresentei nestas breves linhas.
CNXP-opiniao-20201230-bc056ce4-35|Pensem nisto e façam um 2021 melhor para vocês e os seus.
CNXP-opiniao-20201230-bc056ce4-36|Cordial abraço, desde Recife, nesta tarde calorenta de quase fim de dezembro (e do ano).
CNXP-opiniao-20201229-da528a8e-0|"Após a reflexão ""Coração em Chamas"", baseada em Lucas 24:13-35, percebi que precisávamos extrair algumas lições sobre essa história."
CNXP-opiniao-20201229-da528a8e-1|Sem informações concretas sobre Jesus, aqueles dois homens tiveram seus corações penetrados pela dúvida, insegurança e desânimo.
CNXP-opiniao-20201229-da528a8e-2|"Entretanto, não imaginariam que quem andava no caminho com eles era o próprio Jesus, de “corpo e alma.”
Ao encontro de apenas duas pessoas!"
